taxon_oid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,NCBI Taxon ID,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Habitat,Host Name,Isolation,Isolation Country,Genome Size   * assembled,Gene Count   * assembled
641201071,Virus,Finished,European bat lyssavirus 2,European bat 2 lyssavirus,,641201071,57483,,,,,,Homo sapiens,,,11930,5
2595698359,Virus,Finished,Turnip rosette virus,Turnip rosette virus,University of Cambridge,2595698359,218923,,,,,,Brassica rapa,,,4086,5
2706795352,Virus,Draft,Klebsiella phage vB_Kp2 RefSeq Genome,Klebsiella phage Kp2,University of Lausanne,2706795352,1701805,Host-associated,Microbial,,Bacteria,,Klebsiella,,,43963,58
2738542900,Virus,Draft,Redefining the invertebrate RNA virosphere,Changjiang tombus-like virus 10 CJLX21891,"BGI Tech Solutions Co., Ltd.",2738542900,1922803,Host-associated,Arthropoda,,,,Procambarus clarkia,,China,3776,3
2595698417,Virus,Finished,Lactococcus phage phi7,Lactococcus phage phi7,University College Cork,2595698417,1262538,,,,,,Lactobacillus sp.,,,32382,57
2706795561,Virus,Draft,Grapevine Red Globe virus RefSeq Genome,Grapevine Red Globe virus Graciano-T101,Andalusian Institute of Agricultural Research and Training (IFAPA),2706795561,103723,Host-associated,Plants,,,,Grapes,,,6863,2
2588253686,Virus,Permanent Draft,Rotavirus,Rotavirus,J. Craig Venter Institute (JCVI),2588253686,10912,,,,,,Homo sapiens,,,33559,22
2595698974,Virus,Finished,European catfish virus,European catfish virus,Instituto Nacional de Investigacion y Tecnologia Agraria y Alimentaria (INIA),2595698974,84739,,,,,,Silurus glanis,,,127732,136
2706795365,Virus,Draft,Parapoxvirus red deer/HL953 RefSeq Genome,Parapoxvirus red deer/HL953,"Bavarian Health and Food Safety Authority, Germany",2706795365,1579460,Host-associated,Mammals,,,,Deer,,,139981,130
638276454,Virus,Finished,Murray Valley encephalitis virus,Murray Valley encephalitis virus,University of Western Australia,638276454,11079,,,,,,Culex,,,11014,1
638276039,Virus,Finished,Equine rhinitis A virus,Equine rhinitis A virus,University of Vienna,638276039,47000,,,,,,Equus caballus,,,7734,2
2738541674,Virus,Draft,Redefining the invertebrate RNA virosphere,Hubei partiti-like virus 38 SCM245982,"BGI Tech Solutions Co., Ltd.",2738541674,1923045,Host-associated,Arthropoda,,,,,,China,1517,1
2738541683,Virus,Draft,Redefining the invertebrate RNA virosphere,Hubei noda-like virus 3 WGML145075,"BGI Tech Solutions Co., Ltd.",2738541683,1922983,Host-associated,Arthropoda,,,,,,China,2891,1
638275972,Virus,Finished,Eastern equine encephalitis virus,Eastern equine encephalitis virus,"All Union Institute of Molecular Biology, USSR",638275972,11021,,,,,,Equus caballus,,,11675,3
638275484,Virus,Finished,Atlantic salmon swim bladder sarcoma virus,Atlantic salmon swim bladder sarcoma virus,Cornell University,638275484,348296,,,,,,Salmo salar,,,10305,3
2738542388,Virus,Draft,Redefining the invertebrate RNA virosphere,Wuhan aphid virus 2 WHYC-2,"BGI Tech Solutions Co., Ltd.",2738542388,1746068,Host-associated,Arthropoda,,,,,,China,10890,6
2738542862,Virus,Draft,Redefining the invertebrate RNA virosphere,Wenling sobemo-like virus 1 WLJQ103508,"BGI Tech Solutions Co., Ltd.",2738542862,1923540,Host-associated,Arthropoda,,,,,,China,3259,2
2738541791,Virus,Draft,Redefining the invertebrate RNA virosphere,Beihai sobemo-like virus 19 BHBJDX18617,"BGI Tech Solutions Co., Ltd.",2738541791,1922690,Host-associated,Arthropoda,,,,Penaeidae,,China,3559,2
638276415,Virus,Finished,Mint virus 1,Mint virus 1,Oregon State University,638276415,300740,,,,,,Mentha,,,15450,9
638276299,Virus,Finished,Johnsongrass mosaic virus,Johnsongrass mosaic virus,La Trobe University,638276299,31742,,,,,,Tombusviridae,,,9779,1
2757320584,Virus,Draft,Genome sequencing of Pansavirus 2,Pansavirus 2,Jiangsu University,2757320584,2016468,Host-associated,Unclassified,Unclassified,Unclassified,,vertebrates,,,8612,1
2706795610,Virus,Draft,Avian paramyxovirus 7 RefSeq Genome,Avian avulavirus 7 APMV-7/dove/Tennessee/4/75,University of Maryland,2706795610,622416,Host-associated,Birds,,,,,,,15480,6
2757320902,Virus,Draft,Genome sequencing of Mosqueiro virus,Mosqueiro hapavirus,Commonwealth Scientific and Industrial Research Organisation (CSIRO),2757320902,200403,Host-associated,Invertebrates,,,,invertebrates,,,12957,11
2738542168,Virus,Draft,Redefining the invertebrate RNA virosphere,Jiujie Fly Virus JJ3-6,"BGI Tech Solutions Co., Ltd.",2738542168,1608055,Host-associated,Arthropoda,,,,Tabanidae,,China,4885,2
2708742407,Virus,Draft,Single Virus Genomics,Uncultured Surface Seawater Single Virus 17_G23,University of Alicante,2708742407,10239,Environmental,Aquatic,Coastal,Marine,,,Surface seawater,Spain,18627,25
642973567,Virus,Finished,Mouse parvovirus 4a,Mouse parvovirus 4a,,642973567,576712,,,,,,Mus musculus,,,4800,6
2595698642,Virus,Finished,"Mycobacterium phages genome sequencing - Pittsburgh Bacteriophage Institute, University of Pittsburgh, USA",Mycobacterium phage SarFire,University of Pittsburgh,2595698642,1340827,,,,,,Mycobacterium smegmatis str. MC2 155,,,53701,99
638276088,Virus,Finished,GB virus C,GB virus C,,638276088,54290,,,,,,Homo sapiens,,,9392,1
2706796255,Virus,Draft,Escherichia phage PBECO 4 RefSeq Genome,Escherichia phage PBECO 4,Hankuk Univ of Foreign Studies,2706796255,1273738,Host-associated,Microbial,,Bacteria,,Escherichia,,,348113,551
2738542055,Virus,Draft,Redefining the invertebrate RNA virosphere,Changping Tick Virus 3 CP1-3,"BGI Tech Solutions Co., Ltd.",2738542055,1608045,Host-associated,Arthropoda,,,,,,China,9527,2
638276600,Virus,Finished,Periplaneta fuliginosa densovirus,Periplaneta fuliginosa densovirus,Wuhan University,638276600,97344,,,,,,Periplaneta fuliginosa,,,5454,8
2738541654,Virus,Draft,Redefining the invertebrate RNA virosphere,Beihai zhaovirus-like virus 1 BHZY59866,"BGI Tech Solutions Co., Ltd.",2738541654,1922757,Host-associated,Mollusca,,,,,,China,5420,1
650627046,Virus,Finished,Honeysuckle ringspot virus,Honeysuckle ringspot virus,USDA-ARS,650627046,943272,,,,,,Lonicera,,,3956,6
2597490002,Virus,Finished,Macroptilium yellow spot virus,Macroptilium yellow spot virus,Federal University of Vicosa,2597490002,1129034,,,,,,Macroptilium lathyroides,,,2660,3
2738542514,Virus,Draft,Redefining the invertebrate RNA virosphere,Wenling reo-like virus 2 WLJQ99210,"BGI Tech Solutions Co., Ltd.",2738542514,1923539,Host-associated,Arthropoda,,,,,,China,3616,1
648019629,Virus,Finished,Torque teno midi virus 2,Torque teno midi virus 2,Jichi Medical University,648019629,687380,,,,,,Homo sapiens,,,3253,4
2738541727,Virus,Draft,Redefining the invertebrate RNA virosphere,Beihai picorna-like virus 55 BHBei68636,"BGI Tech Solutions Co., Ltd.",2738541727,1922600,Host-associated,Mollusca,,,,,,China,8697,1
2706795537,Virus,Draft,Propionibacterium acnes bacteriophages from human skin,Propionibacterium phage PHL199M00,"University of California, Los Angeles",2706795537,1500830,Host-associated,Microbial,,Bacteria,,Propionibacterium,,,29806,45
2595698787,Virus,Permanent Draft,French bean leaf curl virus-Kanpur,French bean leaf curl virus-Kanpur,Indian Institute of Pulses Research,2595698787,1200970,,,,,,Phaseolus vulgaris,,,2741,7
2757321045,Virus,Draft,Genome sequencing of Tomato chlorotic spot virus,Tomato chlorotic spot orthotospovirus,University of Brasilia,2757321045,12851,Host-associated,Invertebrates,,,,,,,17031,5
651703003,Virus,Finished,Aguacate virus,Aguacate virus,Columbia University,651703003,1006583,,,,,,Lutzomyia sp.,,,12408,4
638276783,Virus,Permanent Draft,Sida micrantha mosaic virus,Sida micrantha mosaic virus,University of Stuttgart,638276783,228897,,,,,,Nicotiana tabacum,,,5331,7
2595698887,Virus,Finished,Cronobacter phage vB_CsaM_GAP31,Cronobacter phage vB_CsaM_GAP31,University of Guelph,2595698887,1141135,,,,,,Cronobacter sakazakii,,,147940,295
2757321071,Virus,Draft,Genome sequencing of Tapara virus,Tapara virus,Evandro Chagas Institute,2757321071,1926501,Host-associated,Unclassified,Unclassified,Unclassified,,,,,12450,4
638276846,Virus,Permanent Draft,Spring beauty latent virus,Spring beauty latent virus,"Plant Genetics, Division of Applied Biosciences, Graduate School of Agriculture, Kyoto University",638276846,188141,,,,,,Arabidopsis thaliana,,,8363,4
651703006,Virus,Finished,"Characterisation of six badnavirus species - leaf streak disease of banana in East Africa - Queensland Univ of Tech, Australia",Banana streak CA virus,Queensland University of Technology,651703006,1016852,,,,,,Musa sp.,,,7408,3
2738542312,Virus,Draft,Redefining the invertebrate RNA virosphere,Hubei odonate virus 4 QTM161803,"BGI Tech Solutions Co., Ltd.",2738542312,1922999,Host-associated,Arthropoda,,,,,,China,9596,1
2738542005,Virus,Draft,Redefining the invertebrate RNA virosphere,Beihai tombus-like virus 18 BHZY60611,"BGI Tech Solutions Co., Ltd.",2738542005,1922721,Host-associated,Mollusca,,,,,,China,5440,2
2738542370,Virus,Draft,Redefining the invertebrate RNA virosphere,Hubei myriapoda virus 1 WGML505798,"BGI Tech Solutions Co., Ltd.",2738542370,1922930,Host-associated,Arthropoda,,,,,,China,10283,1
638276969,Virus,Permanent Draft,Tobacco streak virus,Tobacco streak virus,Clemson University,638276969,12317,,,,,,Nicotiana tabacum,,,8622,5
2700989098,Virus,Draft,Human cosavirus RefSeq Genome,Human cosavirus,"National Center for Biotechnology Information (NCBI), Wellcome Trust Sanger Institute",2700989098,1233383,,,,,,Homo sapiens,,,7802,1
2700988755,Virus,Draft,Microbacterium phage vB_MoxS-ISF9 RefSeq Genome,Microbacterium phage vB_MoxS-ISF9,"Korea University, National Center for Biotechnology Information (NCBI)",2700988755,1458670,,,,,,Microbacterium oxydans,,,59254,120
638275937,Virus,Finished,Daphne virus S,Daphne virus S,Seoul Women's University,638275937,216614,,,,,,Daphne odora,,,8739,6
2595698701,Virus,Finished,Escherichia phage wV7,Escherichia phage wV7,Public Health Agency of Canada,2595698701,1054480,,,,,,Escherichia coli,,,166452,284
2738542956,Virus,Draft,Redefining the invertebrate RNA virosphere,Sanxia atyid shrimp virus 2 WHCCII13331,"BGI Tech Solutions Co., Ltd.",2738542956,1923356,Host-associated,Arthropoda,,,,Atyidae,,China,10445,1
2706795629,Virus,Draft,Rabbit astrovirus TN/2208/2010 RefSeq Genome,Rabbit astrovirus TN/2208/2010,"University of California, San Francisco",2706795629,1161132,Host-associated,Mammals,,,,Rabbit,,,7353,3
638276899,Virus,Finished,Escherichia phage Stx2 II,Escherichia phage Stx2 II,International Medical Center of Japan,638276899,194949,,,,,,Escherichia coli O157,,,62706,170
2706795421,Virus,Draft,Pseudomonas phage vB_PaeM_PAO1_Ab03 RefSeq Genome,Pseudomonas phage vB_PaeM_PAO1_Ab03,University of Paris-Sud,2706795421,1548901,Host-associated,Microbial,,Bacteria,,Pseudomonas,,,86246,159
2738542909,Virus,Draft,Redefining the invertebrate RNA virosphere,Beihai orthomyxo-like virus 2 BHHQ71863,"BGI Tech Solutions Co., Ltd.",2738542909,1922495,Host-associated,Tunicates,,,,,,China,2498,1
2706796145,Virus,Draft,Manzanilla virus RefSeq Genome,Orthobunyavirus Manzanilla virus VN04-2108,Columbia University,2706796145,1495866,Host-associated,Human,,,,Homo sapiens,,,12390,3
2595698320,Virus,Finished,"Bacteriophage genes that inactivate the CRISPR/Cas - Univ Toronto, Canada",Pseudomonas phage JBD24,University of Toronto,2595698320,1223259,,,,,,Pseudomonas aeruginosa PA14,,,37095,58
2595698695,Virus,Finished,Caulobacter phage phiCb5,Caulobacter phage phiCb5,Latvian Biomedical Research and Study Center,2595698695,767473,,,,,,Caulobacter crescentus,,,3762,4
2738542261,Virus,Draft,Redefining the invertebrate RNA virosphere,Hubei rhabdo-like virus 9 WHZHC73015,"BGI Tech Solutions Co., Ltd.",2738542261,1923193,Host-associated,Invertebrates,,Nematoda,,Ascaris suum,,China,13776,7
648019622,Virus,Finished,Sugarcane streak mosaic virus,Sugarcane streak mosaic virus,USDA-ARS,648019622,53954,,,,,,Saccharum hybrid,,,9782,1
2706796792,Virus,Draft,Rosellinia necatrix fusarivirus 1 RefSeq Genome,Rosellinia necatrix fusarivirus 1 NW10,Okayama University,2706796792,1476202,Host-associated,Fungi,,,,Rosellinia necatrix,,,6286,2
2706796157,Virus,Draft,Citrobacter phage SH3 RefSeq Genome,Citrobacter phage SH3,Laval University,2706796157,1805466,Host-associated,Microbial,,Bacteria,,Citrobacter,,,39444,49
2706795866,Virus,Draft,Feces-associated ssDNA viruses from mammals and birds in New Zealand,Faecal-associated gemycircularvirus 1a as41,University of Canterbury,2706795866,1391028,Host-associated,Mammals,Fecal,Digestive system,,Ovis aries,,New Zealand,2197,2
638276261,Virus,Finished,Human rhinovirus B14,Human rhinovirus B14,,638276261,12131,,,,,,Homo sapiens,,,7212,1
2597490019,Virus,Finished,Tobacco ringspot virus satellite RNA,Tobacco ringspot virus satellite RNA,"University of California, Davis",2597490019,31504,,,,,,Nicotiana tabacum,,,359,2
2706796131,Virus,Draft,Streptomyces phage Nanodon RefSeq Genome,Streptomyces phage Nanodon,University of North Texas,2706796131,1873777,Host-associated,Microbial,,Bacteria,,Streptomyces,,,50082,75
2706796043,Virus,Draft,Grapevine Cabernet Sauvignon reovirus RefSeq Genome,Grapevine Cabernet Sauvignon reovirus CS-BR,"Embrapa Uva e Vinho, Brazil",2706796043,1640277,Host-associated,Plants,,,,Grapes,,,12441,5
2765235952,Virus,Draft,Genome sequencing of Sweet potato mosaic virus,Sweet potato mosaic virus,Agricultural Research Council,2765235952,1513528,Host-associated,Plants,,,,Plants,,,2781,5
2706796220,Virus,Draft,Bacillus phage genome sequencing - Virginia Commonwealth University,Bacillus phage Claudi,Virginia Commonwealth University,2706796220,1874001,Host-associated,Microbial,,Bacteria,,Bacillus,,,26504,46
2595698616,Virus,Finished,"Halovirus genome project- Univ of Pittsburgh, USA",Halovirus HHTV-2,University of Pittsburgh,2595698616,1273751,,,,,,Haloarcula hispanica,,,52643,88
2706795127,Virus,Draft,Penicillium digitatum virus 1 RefSeq Genome,Penicillium digitatum virus 1 HS-RH1,Central China Normal University,2706795127,1833938,Host-associated,Fungi,,,,Penicillium,,,5211,2
638276028,Virus,Finished,Enterobacteria phage MS2,Enterobacteria phage MS2,,638276028,329852,,,,,,Escherichia coli,,,3569,4
2588253657,Virus,Permanent Draft,Micromonas pusilla virus 12T,Micromonas pusilla virus 12T,Broad Institute,2588253657,755272,,,,,,Micromonas pusilla,,,205622,260
2738541798,Virus,Draft,Redefining the invertebrate RNA virosphere,Beihai sobemo-like virus 25 BHZC34084,"BGI Tech Solutions Co., Ltd.",2738541798,1922697,Host-associated,Mollusca,,,,Solen strictus,,China,3995,3
2738542413,Virus,Draft,Redefining the invertebrate RNA virosphere,Hubei partiti-like virus 19 SCM172380,"BGI Tech Solutions Co., Ltd.",2738542413,1923025,Host-associated,Arthropoda,,,,,,China,1703,1
2738542381,Virus,Draft,Redefining the invertebrate RNA virosphere,Beihai sobemo-like virus 15 BHBJDX18383,"BGI Tech Solutions Co., Ltd.",2738542381,1922686,Host-associated,Arthropoda,,,,Penaeidae,,China,3507,2
2597489982,Virus,Permanent Draft,Human herpesvirus 4,Human herpesvirus 4,Ludwig Institute for Cancer Research,2597489982,10376,,,,,,Homo sapiens,,,171823,154
2706796190,Virus,Draft,Dolphin polyomavirus 1 RefSeq Genome,Delphinus delphis polyomavirus 1,Columbia University,2706796190,1891756,Host-associated,Mammals,,,,Dolphin,,,5159,5
2706795800,Virus,Draft,Penguinpox virus RefSeq Genome,Penguinpox virus PSan92,University of Cape Town,2706795800,648998,Host-associated,Birds,,,,Penguin,,,306862,242
2595698849,Virus,Finished,Culex originated Tymoviridae-like virus,Culex originated Tymoviridae-like virus,Chinese Center for Disease Control and Prevention,2595698849,1236047,,,,,,Culex,,,6471,2
2706795690,Virus,Draft,Enterococcus phage EFLK1 RefSeq Genome,Enterococcus phage EFLK1,The Hebrew University of Jerusalem,2706795690,1640885,Host-associated,Microbial,,Bacteria,,Enterococcus,,,130952,271
2602041887,Virus,Finished,Eidolon helvum parvovirus 1,Eidolon helvum parvovirus 1,University of Amsterdam,2602041887,1131483,,,,,,Eidolon helvum,,,5065,2
638276778,Virus,Permanent Draft,Sida golden mosaic virus,Sida golden mosaic virus,University of Florida,638276778,51034,,,,,,Sida santaremensis,,,5227,7
2706795281,Virus,Draft,Mycobacterium phage ShiVal RefSeq Genome,Mycobacterium phage ShiVal,University of Pittsburgh,2706795281,1296647,Host-associated,Microbial,,Bacteria,,Mycobacterium,,,68355,101
2738542156,Virus,Draft,Redefining the invertebrate RNA virosphere,Hubei picorna-like virus 54 ZCM19837,"BGI Tech Solutions Co., Ltd.",2738542156,1923136,Host-associated,Arthropoda,,,,,,China,11022,1
638275883,Virus,Finished,Cotton leaf curl Bangalore virus,Cotton leaf curl Bangalore virus,University of Greenwich,638275883,307110,,,,,,Gossypium hirsutum,,,2751,6
2588253638,Virus,Finished,Transmissible gastroenteritis virus,Transmissible gastroenteritis virus,J. Craig Venter Institute (JCVI),2588253638,11149,,,,,,Sus scrofa,,,27904,8
2595698842,Virus,Finished,Equine pegivirus 1,Equine pegivirus 1,Columbia University,2595698842,1307803,,,,,,Equus caballus,,,11197,1
638277070,Virus,Finished,Ustilago maydis virus H1,Ustilago maydis virus H1,State University of New York,638277070,28882,,,,,,Ustilago maydis,,,6099,1
2757320645,Virus,Draft,Genome sequencing of Lasius niger virus 1,Lasius niger virus 1,University of Cambridge,2757320645,2018503,,,,,,,,,11092,6
641201290,Virus,Finished,"Genomic Analysis of 18 Pseudomonas aeruginosa Bacteriophages Targanta Therapeutics, Canada",Pseudomonas phage F8,Targanta Therapeutics Corporation,641201290,347329,,,,,,Pseudomonas aeruginosa,,,66015,91
2738541731,Virus,Draft,Redefining the invertebrate RNA virosphere,Beihai barnacle virus 4 BHTH16136,"BGI Tech Solutions Co., Ltd.",2738541731,1922362,Host-associated,Arthropoda,,,,Amphibalanus rhizophorae,,China,7612,1
2706795620,Virus,Draft,Mycobacterium phage Brocalys RefSeq Genome,Mycobacterium phage Brocalys,University of Pittsburgh,2706795620,1815608,Host-associated,Microbial,,Bacteria,,Mycobacterium,,,54751,96
638276671,Virus,Finished,Pseudomonas phage Pf1,Pseudomonas phage Pf1,University of Otago,638276671,10871,,,,,,Pseudomonas aeruginosa,,,7349,14
2706796312,Virus,Draft,Black sea bass polyomavirus 1 RefSeq Genome,Black sea bass polyomavirus 1 2835,National Cancer Institute,2706796312,1572341,Host-associated,Fish,,,,Black sea bass,,,7369,5
2706795592,Virus,Draft,Mycobacterium phage Catalina RefSeq Genome,Mycobacterium phage Catalina,"Department of Biological Sciences, Lehigh University",2706795592,1792253,Host-associated,Microbial,,Bacteria,,Mycobacterium,,,53411,102
2757320801,Virus,Draft,Genome sequencing of Bakunsa virus,Bakunsa virus,"University of Wisconsin, Madison",2757320801,1966007,Host-associated,Unclassified,Unclassified,Unclassified,,vertebrates,,,7429,1
2738542837,Virus,Draft,Redefining the invertebrate RNA virosphere,Hubei tombus-like virus 24 GCM76561,"BGI Tech Solutions Co., Ltd.",2738542837,1923271,Host-associated,Arthropoda,,,,Dermaptera,,China,2613,2
2773858067,Virus,Draft,Genome sequencing of Sanxia tombus-like virus 1,Sanxia tombus-like virus 1,"National Institute for Communicable Disease Control and Prevention, China CDC",2773858067,1923385,Host-associated,Invertebrates,,,,invertebrates,,,3446,3
2706795655,Virus,Draft,Bacillus phage AvesoBmore RefSeq Genome,Bacillus phage AvesoBmore,University of Maryland,2706795655,1698451,Host-associated,Microbial,,Bacteria,,Bacillus,,,167431,301
2595698408,Virus,Finished,"The Cellulophaga phages: a novel, diverse, and globally ubiquitous model system - University of Arizona",Cellulophaga phage phi10:1,University of Arizona,2595698408,1327981,,,,,,Cellulophaga baltica 10,,,53664,108
641201265,Virus,Finished,Nootka lupine vein clearing virus,Nootka lupine vein clearing virus,University Laval,641201265,283876,,,,,,Lupinus nootkatensis Donn,,,4172,5
2595698650,Virus,Finished,Pelagibacter phage HTVC010P,Pelagibacter phage HTVC010P,Oregon State University,2595698650,1283077,,,,,,Candidatus Pelagibacter ubique HTCC1062,,,34892,64
638276534,Virus,Finished,Oropouche virus,Oropouche virus,,638276534,118655,,,,,,Homo sapiens,,,11985,4
641201321,Virus,Finished,Sida yellow vein Madurai virus,Sida yellow vein Madurai virus,Madurai Kamaraj University,641201321,420255,,,,,,Sida cordifolia,,,2753,6
638275593,Virus,Finished,Yersinia phage phiYeO3-12,Yersinia phage phiYeO3-12,University of Turku,638275593,110457,,,,,,Yersinia enterocolitica,,,39600,59
2595698802,Virus,Finished,Formica exsecta virus 2,Formica exsecta virus 2,University of Helsinki,2595698802,1432857,,,,,,Formica exsecta,,,9160,1
2595698630,Virus,Finished,"Mycobacterium phages genome sequencing - Pittsburgh Bacteriophage Institute, University of Pittsburgh, USA",Mycobacterium phage Muddy,University of Pittsburgh,2595698630,1340829,,,,,,Mycobacterium smegmatis str. MC2 155,,,48228,71
2738542140,Virus,Draft,Redefining the invertebrate RNA virosphere,Beihai echinoderm virus 1 BHJP42036,"BGI Tech Solutions Co., Ltd.",2738542140,1922379,Host-associated,Echinodermata,,,,Echinodermata,,China,8175,1
2757320702,Virus,Draft,Genome sequencing of Kallithea virus,Kallithea virus,University of Edinburgh,2757320702,1654582,Host-associated,Invertebrates,,,,invertebrates,,,152388,101
638275930,Virus,Finished,Cydia pomonella granulovirus,Cydia pomonella granulovirus,"Imperial College of Science, Technology and Medicine, RIKEN",638275930,28289,,,,,,Cydia pomonella,,,123500,143
2757320949,Virus,Draft,Genome sequencing of Only Syngen Nebraska virus 5,Only Syngen Nebraska virus 5,University of Nebraska-Lincoln,2757320949,1917232,Host-associated,Algae,,,,Algae,,,327147,357
2738542123,Virus,Draft,Redefining the invertebrate RNA virosphere,Changjiang picorna-like virus 11 CJLX30672,"BGI Tech Solutions Co., Ltd.",2738542123,1922784,Host-associated,Arthropoda,,,,Procambarus clarkia,,China,8031,2
641201299,Virus,Finished,Raven circovirus,Raven circovirus,Murdoch University,641201299,345250,,,,,,Corvus coronoides,,,1898,2
642483455,Virus,Finished,Human papillomavirus type 88,Human papillomavirus type 88,Lund University,642483455,337054,,,,,,Homo sapiens,,,7326,7
638275980,Virus,Finished,Emiliania huxleyi virus 86,"Emiliania huxleyi virus 86, isolate EhV86",Wellcome Trust Sanger Institute,638275980,181082,Environmental,Aquatic,Unclassified,Marine,,Emiliania huxleyi,Sea,United Kingdom,407339,477
2706795514,Virus,Draft,Salmonella phage SPN3US RefSeq Genome,Salmonella phage SPN3US,"Department of Food and Animal Biotechnology, Seoul National University",2706795514,1090134,Host-associated,Microbial,,Bacteria,,Salmonella,,,240413,266
2706796805,Virus,Draft,Staphylococcus phage SA97 RefSeq Genome,Staphylococcus phage SA97,Seoul National University,2706796805,1498171,Host-associated,Microbial,,Bacteria,,Staphylococcus,,,40592,54
2738541692,Virus,Draft,Redefining the invertebrate RNA virosphere,Wuhan Tick Virus 2 X78-1,"BGI Tech Solutions Co., Ltd.",2738541692,1608138,Host-associated,Arthropoda,,,,Rhipicephalus microplus,,China,11395,3
645948447,Virus,Finished,Enterococcus phage phiEf11,Enterococcus phage phiEf11,J. Craig Venter Institute (JCVI),645948447,663241,,,,,,Enterococcus faecalis,,,42822,65
2706795326,Virus,Draft,Escherichia phage vB_EcoM_PhAPEC2 RefSeq Genome,Escherichia phage vB_EcoM_PhAPEC2,,2706795326,1391224,Host-associated,Microbial,,Bacteria,,Escherichia,,,167318,257
2706795908,Virus,Draft,Bat polyomavirus 5b RefSeq Genome,Bat polyomavirus 5b 5b-1,Hokkaido University,2706795908,1623684,Host-associated,Mammals,,,,Chiroptera,,,5047,4
2595698963,Virus,Finished,Enterococcus phage BC-611,Enterococcus phage BC-611,Mie University,2595698963,1173135,,,,,,Enterococcus faecalis,,,53996,88
642973627,Virus,Finished,Staphylococcus phage phiSauS-IPLA88,Staphylococcus phage phiSauS-IPLA88,,642973627,575608,,,,,,Staphylococcus aureus,,,42526,60
2711768816,Virus,Draft,Escherichia phage pro483 RefSeq Genome,Escherichia phage pro483,Nanjing Agricultural University,2711768816,1649240,Host-associated,Microbial,,Bacteria,,Escherichia,,,29237,43
2706795132,Virus,Draft,Pseudomonas phage C11 RefSeq Genome,Pseudomonas phage C11,Tianjin University,2706795132,1735586,Host-associated,Microbial,,Bacteria,,Pseudomonas,,,94109,184
638275630,Virus,Finished,Beet mild yellowing virus,Beet mild yellowing virus,Institut de Biologie Moleculaire des Plantes,638275630,156690,,,,,,Beta vulgaris,,,5722,6
2706795846,Virus,Draft,"Genome sequencing of viruses from mollusc species and benthic sediments of Avon-Heathcote estuary in Christchurch, New Zealand",Avon-Heathcote Estuary associated circular virus 23 AHEaCV-23-NZ-2161TU-2012,University of Canterbury,2706795846,1618247,,,,,,,,,1942,2
2757320916,Virus,Draft,Genome sequencing of Gray Lodge virus,Gray Lodge hapavirus,Commonwealth Scientific and Industrial Research Organisation (CSIRO),2757320916,1272942,Host-associated,Invertebrates,,,,invertebrates,,,12403,9
2757320706,Virus,Draft,Genome sequencing of Sulfolobus islandicus rod-shaped virus,Sulfolobus islandicus rod-shaped virus 7,"University of Illinois, Urbana-Champaign",2757320706,1983550,Host-associated,Microbial,,,,Archaea,,,34190,52
638276693,Virus,Finished,Ranid herpesvirus 2,Ranid herpesvirus 2,University of Glasgow,638276693,389214,,,,,,Rana pipiens,,,231801,147
2706795582,Virus,Draft,Trichomonas vaginalis virus 1 RefSeq Genome,Trichomonas vaginalis virus 1 TVV1-UR1-1,Harvard Medical School,2706795582,674953,Host-associated,Protozoa,,,,Trichomonas vaginalis,,,4666,2
642973545,Virus,Finished,Grapevine leafroll-associated viruses,Grapevine leafroll-associated virus 10,Aristotle University,642973545,367121,,,,,,Vitis vinifera cv. Mantilaria,,,13696,7
638275973,Virus,Finished,Ectocarpus siliculosus virus 1,Ectocarpus siliculosus virus 1,University of Konstanz,638275973,37665,,,,,,Ectocarpus siliculosus,,,335593,240
2706795323,Virus,Draft,"Sewage-associated viruses from Christchurch Wastewater Treatment Plant, New Zealand",Sewage-associated gemycircularvirus-7a BS3939,University of Canterbury,2706795323,1519402,Engineered,Wastewater,,,,,,New Zealand,2277,3
2706796398,Virus,Draft,Huangpi Tick Virus 3 RefSeq Genome,Huangpi Tick Virus 3 H124-2,Chinese Center for Disease Control and Prevention (China CDC),2706796398,1608049,Host-associated,Arthropoda,,,,Tick,,,13169,5
2706795348,Virus,Draft,Delftia phage IME-DE1 RefSeq Genome,Delftia phage IME-DE1,"State Key Laboratory of Pathogen and Biosecurity, Beijing Institute of Microbiology and Epidemiology",2706795348,1647385,Host-associated,Microbial,,Bacteria,,Delftia,,,38084,48
2706796738,Virus,Draft,Lactococcus phage P078 RefSeq Genome,Lactococcus phage P078,University of Copenhagen,2706796738,1476886,Host-associated,Microbial,,Bacteria,,Lactococcus,,,54452,78
648019624,Virus,Finished,Sunflower chlorotic mottle virus,Sunflower chlorotic mottle virus,,648019624,129732,,,,,,Helianthus annuus,,,9965,1
638276774,Virus,Finished,Shrimp white spot syndrome virus,Shrimp white spot syndrome virus,"Third Institute of Oceanography, State Oceanic Administration",638276774,92652,,,,,,Penaeidae,,,305107,531
638276662,Virus,Finished,Prune dwarf virus,Prune dwarf virus,Clemson University,638276662,33760,,,,,,Prunus sp.,,,8096,4
